ts,open,high,low,close,volume,date,minutes,min_since_open,vwap,pct_vs_vwap,rsi_14,atr_14,atr_pct,vol_ratio,after_or,or_high,or_low,pct_vs_or_high,or_range_pct,ret_1,ret_3,ret_6,gap_pct,label,symbol
2026-05-14 14:20:00+00:00,746.125,746.35,745.88,745.94,12119.0,2026-05-14,620,50,745.1737427528335,0.10282934075693936,65.32258064516112,0.8478571428571432,0.11366291429031064,0.4672340507561373,1,745.605,743.6,0.04492995621006248,0.2696342119419036,-0.018764743727217592,0.11743941803734614,0.11408017823351102,0.18254075171763684,1.0,SPY
2026-05-14 14:25:00+00:00,745.95,745.96,745.55,745.89,7455.0,2026-05-14,625,55,745.1981896583324,0.09283575178635671,65.40372670807429,0.8571428571428653,0.11491545095695951,0.2905220824061697,1,745.605,743.6,0.0382239925966119,0.2696342119419036,-0.00670295198006432,0.048958787431674367,0.19612320836075448,0.18254075171763684,1.0,SPY
2026-05-14 14:30:00+00:00,746.02,746.06,745.78,745.99,7254.0,2026-05-14,630,60,745.2254574759496,0.10259211039835849,74.93016759776503,0.7957142857142928,0.10666554319954595,0.2892494427542097,1,745.605,743.6,0.051635919823497814,0.2696342119419036,0.013406802611637403,-0.012063049538924009,0.09392317084624402,0.18254075171763684,1.0,SPY
2026-05-14 14:35:00+00:00,745.99,746.6,745.8,746.585,12009.0,2026-05-14,635,65,745.2884548226295,0.17396555239528746,78.06155861165658,0.8285714285714464,0.11098152635955,0.48520035877918116,1,745.605,743.6,0.13143688682345453,0.2696342119419036,0.07975978230272407,0.08646808054266764,0.20400904619060078,0.18254075171763684,1.0,SPY
2026-05-14 14:40:00+00:00,746.61,746.95,746.53,746.95,8878.0,2026-05-14,640,70,745.3501038034648,0.21465029499172547,69.54545454545456,0.679285714285738,0.09094125634724386,0.3672123010743793,1,745.605,743.6,0.18039042120157822,0.2696342119419036,0.04888927583597269,0.1421121076834453,0.1911404714798337,0.18254075171763684,1.0,SPY
2026-05-14 14:45:00+00:00,747.02,747.23,747.01,747.2,12209.0,2026-05-14,645,75,745.4449238012896,0.23544008989432147,67.9732313575521,0.6214285714285909,0.08316763536249877,0.5045896205555487,1,745.605,743.6,0.2139202392687854,0.2696342119419036,0.03346944239908112,0.16220056569122843,0.15011794981771853,0.18254075171763684,1.0,SPY
2026-05-14 14:50:00+00:00,747.23,747.52,747.095,747.3,9028.0,2026-05-14,650,80,745.5147909047664,0.23945991642459397,68.00382043935,0.6271428571428714,0.08392116380876107,0.3781052437601955,1,745.605,743.6,0.22733216649565605,0.2696342119419036,0.013383297644531389,0.09576940334989903,0.18232029385740756,0.18254075171763684,1.0,SPY
2026-05-14 14:55:00+00:00,747.325,747.53,747.14,747.19,11111.0,2026-05-14,655,85,745.5930816803466,0.2141809465364789,64.7928994082842,0.6092857142857285,0.08154361197094828,0.4802503474045691,1,745.605,743.6,0.21257904654609833,0.2696342119419036,-0.01471965743341519,0.03213066470313386,0.17428843395139726,0.18254075171763684,1.0,SPY
2026-05-14 15:00:00+00:00,747.21,747.8,747.15,747.645,17005.0,2026-05-14,660,90,745.7158729064932,0.2586946534995686,75.93908629441657,0.5939285714285835,0.0794399175315268,0.8387714132102181,1,745.605,743.6,0.2736033154284056,0.2696342119419036,0.06089481925612983,0.059555674518185775,0.2218528398503894,0.18254075171763684,1.0,SPY
2026-05-14 15:05:00+00:00,747.575,747.8,747.575,747.74,9390.0,2026-05-14,665,95,745.783093703401,0.2623961729785769,87.95871559633281,0.5242857142857166,0.07011604492012151,0.6758823719944288,1,745.605,743.6,0.28634464629394796,0.2696342119419036,0.012706565281650484,0.05887862973370517,0.15470442079601465,0.18254075171763684,1.0,SPY
2026-05-14 15:10:00+00:00,747.775,748.0,747.73,747.98,11502.0,2026-05-14,670,100,745.8673724977912,0.2832443917118936,85.96256684492262,0.47250000000000064,0.06317013823899043,0.8783270397507512,1,745.605,743.6,0.31853327163846806,0.2696342119419036,0.032096718110574685,0.10572946640077241,0.13789410268425506,0.18254075171763684,1.0,SPY
2026-05-14 15:15:00+00:00,748.05,748.535,748.05,748.45,18764.0,2026-05-14,675,105,746.0182534793779,0.3259634076352211,92.4717691342544,0.4646428571428568,0.06208068102650234,1.394206656734938,1,745.605,743.6,0.3815693296048212,0.2696342119419036,0.0628359047033289,0.10767142159715526,0.16729122055674228,0.18254075171763684,1.0,SPY
2026-05-14 15:20:00+00:00,748.45,748.72,748.36,748.49,7499.0,2026-05-14,680,110,746.077772381061,0.32332120165442707,91.584852734924,0.43964285714285517,0.058737305393907084,0.5753083104777613,1,745.605,743.6,0.3869341004955695,0.2696342119419036,0.005344378381977322,0.10030224409554034,0.15923993041617734,0.18254075171763684,1.0,SPY
2026-05-14 15:25:00+00:00,748.53,748.81,748.53,748.58,6467.0,2026-05-14,685,115,746.1292172398483,0.32846626341987567,90.32258064516247,0.4182142857142789,0.055867680904416205,0.5318431527352874,1,745.605,743.6,0.39900483499976835,0.2696342119419036,0.012024208740268882,0.08021604855745768,0.18603032695834187,0.18254075171763684,1.0,SPY
2026-05-14 15:30:00+00:00,748.495,748.795,748.455,748.64,20145.0,2026-05-14,690,120,746.276420540212,0.31671635264544695,94.7019867549677,0.4089285714285568,0.05462285897474845,1.643135047838109,1,745.605,743.6,0.4070519913358907,0.2696342119419036,0.008015175398745633,0.025385797314436687,0.13308455216045623,0.18254075171763684,1.0,SPY
2026-05-14 15:35:00+00:00,748.64,748.67,748.24,748.48,7028.0,2026-05-14,695,125,746.3204262868966,0.28936280410383264,91.37380191693649,0.41035714285711883,0.05482539852195367,0.6041771439133107,1,745.605,743.6,0.3855929077728824,0.2696342119419036,-0.021372088052995508,-0.0013360231933656763,0.09896488084093491,0.18254075171763684,1.0,SPY
2026-05-14 15:40:00+00:00,748.56,748.81,748.35,748.78,5880.0,2026-05-14,700,130,746.3589410680362,0.32438265273532607,91.89189189189513,0.4232142857142581,0.05652051146054357,0.5278987296314585,1,745.605,743.6,0.4258286894535249,0.2696342119419036,0.04008123129541907,0.026717251329166913,0.10695473140991396,0.18254075171763684,1.0,SPY
2026-05-14 15:45:00+00:00,748.75,748.8,748.615,748.76,12430.0,2026-05-14,705,135,746.4389524739689,0.31094941097838935,89.47368421053045,0.3792857142856779,0.050655178466488315,1.1244747400274109,1,745.605,743.6,0.4231463040081508,0.2696342119419036,-0.0026710115120565092,0.01602906603974663,0.04141893246041306,0.18254075171763684,1.0,SPY
2026-05-14 15:50:00+00:00,748.8,748.81,748.625,748.71,13360.0,2026-05-14,710,140,746.5187773122553,0.2935254616948703,86.06557377049754,0.3624999999999545,0.048416609902359325,1.2236393194880133,1,745.605,743.6,0.41644034039471545,0.2696342119419036,-0.006677707142466183,0.030728943993163504,0.029392510253978266,0.18254075171763684,1.0,SPY
2026-05-14 15:55:00+00:00,748.785,749.28,748.785,749.26,14114.0,2026-05-14,715,145,746.6112951675071,0.35476356299948547,87.59124087591752,0.38321428571423766,0.05114570185439469,1.2621676123533963,1,745.605,743.6,0.49020594014256513,0.2696342119419036,0.07345968398979608,0.06410427628942283,0.0908386545192208,0.18254075171763684,0.0,SPY
2026-05-14 16:00:00+00:00,749.26,749.47,749.215,749.43,5519.0,2026-05-14,720,150,746.6493274824602,0.3724201462707509,87.90035587189138,0.3710714285713834,0.04951382098012936,0.5085534469492783,1,745.605,743.6,0.5130062164282605,0.2696342119419036,0.022689053199154152,0.08948127570915787,0.10552468476170418,0.18254075171763684,0.0,SPY
2026-05-14 16:05:00+00:00,749.36,749.47,749.195,749.21,4886.0,2026-05-14,725,155,746.6811695683593,0.3386760688102745,84.58904109589463,0.3628571428570971,0.048431967386593486,0.45561782560449093,1,745.605,743.6,0.4834999765291298,0.2696342119419036,-0.029355643622475114,0.06678153089980654,0.09753099615219529,0.18254075171763684,0.0,SPY
2026-05-14 16:10:00+00:00,749.18,749.33,748.95,748.955,6047.0,2026-05-14,730,160,746.7163959335763,0.29979307788265547,74.08088235294504,0.34357142857138406,0.04587344080370437,0.5670719413328582,1,745.605,743.6,0.4492995621005791,0.2696342119419036,-0.03403585109649221,-0.04070683073965631,0.023371350730538865,0.18254075171763684,1.0,SPY
2026-05-14 16:15:00+00:00,748.99,749.325,748.97,749.02,10215.0,2026-05-14,735,165,746.7742539432239,0.30072622950212163,73.79182156134132,0.35392857142853373,0.047252219090082204,0.9660625032509446,1,745.605,743.6,0.458017314798045,0.2696342119419036,0.008678759070956943,-0.05470824493281068,0.03472407714086856,0.18254075171763684,0.0,SPY
2026-05-14 16:20:00+00:00,749.02,749.33,748.69,748.69,6394.0,2026-05-14,740,170,746.8060526991957,0.25226727796262394,62.769784172664735,0.3803571428571055,0.05080302165877806,0.6118865225151082,1,745.605,743.6,0.4137579549493413,0.2696342119419036,-0.04405756855623277,-0.0694064414516582,-0.0026712612359869325,0.18254075171763684,0.0,SPY
2026-05-14 16:25:00+00:00,748.73,748.73,747.88,748.0,6298.0,2026-05-14,745,175,746.8263103686942,0.15715697411977772,42.4999999999981,0.40142857142853927,0.05366692131397584,0.6202420697058331,1,745.605,743.6,0.3212156570838422,0.2696342119419036,-0.09216097450214233,-0.1275109986581313,-0.16816592371139416,0.18254075171763684,0.0,SPY
2026-05-14 16:30:00+00:00,747.99,748.24,747.39,747.68,6359.0,2026-05-14,750,180,746.8399251265599,0.11248392663229101,37.65243902438796,0.4364285714285399,0.05837103726574737,0.63458957253272,1,745.605,743.6,0.27829748995781034,0.2696342119419036,-0.042780748663107104,-0.17890042989506805,-0.23351080154250248,0.18254075171763684,1.0,SPY
2026-05-14 16:35:00+00:00,747.645,748.09,747.585,748.09,5471.0,2026-05-14,755,185,746.8531876035978,0.1656031489094592,43.19444444444372,0.44964285714282987,0.060105449497096584,0.5617821772011521,1,745.605,743.6,0.3332863915880411,0.2696342119419036,0.05483629360154563,-0.08013997782794213,-0.14949079697280654,0.18254075171763684,0.0,SPY
2026-05-14 16:40:00+00:00,748.155,748.32,747.85,747.9,5234.0,2026-05-14,760,190,746.8667533536668,0.13834417473981347,40.08042895442291,0.4589285714285519,0.06136229060416525,0.5720156063868154,1,745.605,743.6,0.3078037298569563,0.2696342119419036,-0.02539801360799121,-0.013368983957218195,-0.1408629356904001,0.18254075171763684,0.0,SPY
2026-05-14 16:45:00+00:00,747.77,748.195,747.45,748.07,7818.0,2026-05-14,765,195,746.8844263488421,0.15873589130163498,44.51871657754038,0.48142857142855583,0.06435608585139838,0.8618199856694042,1,745.605,743.6,0.33060400614266694,0.2696342119419036,0.022730311538987635,0.052161352450252885,-0.12683239432857984,0.18254075171763684,0.0,SPY
2026-05-14 16:50:00+00:00,748.06,748.06,747.51,747.7,4436.0,2026-05-14,770,200,746.8927702122306,0.1080784042855362,35.82677165354406,0.4885714285714227,0.06534324308832723,0.5088206281113073,1,745.605,743.6,0.28097987540319974,0.2696342119419036,-0.04946061197481644,-0.05213276477429307,-0.1322309634161023,0.18254075171763684,0.0,SPY
2026-05-14 16:55:00+00:00,747.72,747.85,747.19,747.75,7509.0,2026-05-14,775,205,746.9039866322606,0.11326936030345627,36.84895833333317,0.5224999999999957,0.06987629555332607,0.9207339877014757,1,745.605,743.6,0.287685839016635,0.2696342119419036,0.00668717400025276,-0.02005615724026688,-0.03342245989305104,0.18254075171763684,1.0,SPY
2026-05-14 17:00:00+00:00,747.82,748.275,747.81,748.13,4596.0,2026-05-14,780,210,746.9152651507192,0.16263355509753982,43.045563549160114,0.5467857142857123,0.07308699213849362,0.5737612823489757,1,745.605,743.6,0.33865116247878935,0.2696342119419036,0.050819124038792296,0.008020639779693362,0.06018617590413111,0.18254075171763684,0.0,SPY
2026-05-14 17:05:00+00:00,748.14,748.14,747.52,747.57,6791.0,2026-05-14,785,215,746.9269169665914,0.08609718284357844,29.784688995215788,0.5503571428571458,0.07361947949451499,0.8460723852239457,1,745.605,743.6,0.2635443700082526,0.2696342119419036,-0.07485330089689324,-0.017386652400697145,-0.06951035303238706,0.18254075171763684,0.0,SPY
2026-05-14 17:10:00+00:00,747.37,747.76,746.99,747.07,13048.0,2026-05-14,790,220,746.9360360374901,0.017935131797980907,23.83592017738465,0.5871428571428591,0.07859274996223366,1.7008075185911766,1,745.605,743.6,0.19648473387383827,0.2696342119419036,-0.0668833687815229,-0.09093948512202132,-0.11097740339616191,0.18254075171763684,0.0,SPY
2026-05-14 17:15:00+00:00,747.05,747.2,746.39,746.59,9256.0,2026-05-14,795,225,746.9321979964021,-0.045813796395444764,22.53668763102776,0.6253571428571506,0.08376178931637854,1.1892510005717554,1,745.605,743.6,0.13210748318479806,0.2696342119419036,-0.06425100726840105,-0.20584657746647306,-0.19784244789926575,0.18254075171763684,1.0,SPY
2026-05-14 17:20:00+00:00,746.56,746.93,746.365,746.705,10073.0,2026-05-14,800,230,746.927004389661,-0.02972236756151711,25.701943844493016,0.6385714285714325,0.08551856872144052,1.2602750009383563,1,745.605,743.6,0.14753119949571458,0.2696342119419036,0.015403367310029559,-0.11570822799202851,-0.13307476260532303,0.18254075171763684,1.0,SPY
2026-05-14 17:25:00+00:00,746.705,746.9,746.35,746.9,16994.0,2026-05-14,805,235,746.9202853426367,-0.002715864468377639,27.73109243697523,0.6514285714285718,0.08721764244591938,2.0671702611636196,1,745.605,743.6,0.17368445758812764,0.2696342119419036,0.026114730716941814,-0.02275556507422838,-0.11367435640254886,0.18254075171763684,1.0,SPY
2026-05-14 17:30:00+00:00,746.92,747.36,746.73,747.06,14808.0,2026-05-14,810,240,746.9237981711777,0.01823503671401223,32.24400871459632,0.6507142857142867,0.08710334989348736,1.7855377232223604,1,745.605,743.6,0.19514354115113594,0.2696342119419036,0.02142187709197607,0.06295289248448022,-0.14302327135659043,0.18254075171763684,1.0,SPY
2026-05-14 17:35:00+00:00,747.08,747.77,747.07,747.68,11753.0,2026-05-14,815,245,746.9360628146896,0.09959850947709128,46.460176991149964,0.6407142857142877,0.08569365045397599,1.4376318767010183,1,745.605,743.6,0.27829748995781034,0.2696342119419036,0.08299199528820633,0.13057365358473128,0.014714341131916164,0.18254075171763684,0.0,SPY
2026-05-14 17:40:00+00:00,747.71,747.9,747.43,747.76,9359.0,2026-05-14,820,250,746.9485973120248,0.10862898610360425,50.9345794392528,0.6135714285714309,0.08205459352886366,1.1185275926977203,1,745.605,743.6,0.2890270317393221,0.2696342119419036,0.010699764605193174,0.11514258936939914,0.09236082294830084,0.18254075171763684,0.0,SPY
2026-05-14 17:45:00+00:00,747.77,748.25,747.76,748.155,10666.0,2026-05-14,825,255,746.9689936822117,0.15877584315003582,50.76201641266051,0.6125000000000033,0.0818680620994317,1.232173285198556,1,745.605,743.6,0.342004144285507,0.2696342119419036,0.05282443564780248,0.14657457232352122,0.20961973774091813,0.18254075171763684,0.0,SPY
2026-05-14 17:50:00+00:00,748.27,748.27,747.875,747.92,13080.0,2026-05-14,830,260,746.9922655092413,0.12419599687905863,50.232018561484715,0.6071428571428571,0.0811775132558104,1.452058748431932,1,745.605,743.6,0.31048611530233045,0.2696342119419036,-0.031410603417747485,0.03209929381553511,0.16271486062098273,0.18254075171763684,0.0,SPY
2026-05-14 17:55:00+00:00,747.905,748.15,747.72,747.74,14760.0,2026-05-14,835,265,747.0136292568272,0.0972366118534412,46.18055555555492,0.5846428571428532,0.07818798742114282,1.598241501220879,1,745.605,743.6,0.28634464629394796,0.2696342119419036,-0.024066745106421372,-0.002674654969503365,0.11246485473290768,0.18254075171763684,0.0,SPY
2026-05-14 18:00:00+00:00,747.705,747.72,746.65,746.87,16347.0,2026-05-14,840,270,747.0153714268891,-0.019460299272217763,41.39004149377519,0.6224999999999942,0.0833478383118875,1.679578333059346,1,745.605,743.6,0.16966087942006644,0.2696342119419036,-0.11635060315082768,-0.1717558527310481,-0.025433030814114854,0.18254075171763684,1.0,SPY
2026-05-14 18:05:00+00:00,746.81,747.33,746.81,747.31,11702.0,2026-05-14,845,275,747.0178544930889,0.03910823618925781,45.777351247600095,0.6125000000000033,0.08196063213392077,1.169849045286414,1,745.605,743.6,0.22867335921834311,0.2696342119419036,0.05891252828469362,-0.0815595250828971,-0.04948641129894904,0.18254075171763684,1.0,SPY
2026-05-14 18:10:00+00:00,747.28,747.82,747.23,747.82,7749.0,2026-05-14,850,280,747.0251602212755,0.10640067042575511,47.09737827715403,0.6171428571428643,0.08252558866343028,0.7693224125093076,1,745.605,743.6,0.29707418807545977,0.2696342119419036,0.06824477124620643,0.01069890603686563,0.0080239649085323,0.18254075171763684,1.0,SPY
2026-05-14 18:15:00+00:00,747.815,748.29,747.78,748.245,16763.0,2026-05-14,855,285,747.0526290089163,0.15961003880886115,56.48414985590743,0.6092857142857204,0.0814286382516048,1.5758994462776508,1,745.605,743.6,0.35407487878970584,0.2696342119419036,0.056831857933725693,0.18410165088971198,0.012029592798290523,0.18254075171763684,0.0,SPY
2026-05-14 18:20:00+00:00,748.27,748.27,747.86,748.02,7207.0,2026-05-14,860,290,747.0634188675034,0.128045505687682,59.63488843813328,0.5835714285714337,0.07801548468910373,0.6713084786810423,1,745.605,743.6,0.32389804252921633,0.2696342119419036,-0.030070364653289605,0.09500742663688388,0.013370413948021742,0.18254075171763684,0.0,SPY
2026-05-14 18:25:00+00:00,748.03,748.05,747.39,747.57,6309.0,2026-05-14,865,295,747.0691094977162,0.06704741180111058,60.00000000000046,0.5728571428571415,0.07662923108968277,0.5918219937525211,1,745.605,743.6,0.2635443700082526,0.2696342119419036,-0.060158819282896125,-0.03343050466689812,-0.022735175328314483,0.18254075171763684,1.0,SPY
2026-05-14 18:30:00+00:00,747.57,748.09,747.57,747.78,7605.0,2026-05-14,870,300,747.0774315419301,0.09404225431088514,60.760760760760554,0.5696428571428588,0.07617786744000359,0.702946273830156,1,745.605,743.6,0.29170941718469623,0.2696342119419036,0.028091014888231847,-0.062145420283465924,0.12184181986154563,0.18254075171763684,1.0,SPY
2026-05-14 18:35:00+00:00,747.935,747.97,747.56,747.79,5145.0,2026-05-14,875,305,747.0826565559277,0.09468074755384914,59.251559251559435,0.5596428571428679,0.07483957489975367,0.48081640663330394,1,745.605,743.6,0.2930506099073833,0.2696342119419036,0.0013372917168075205,-0.030747840966816042,0.06423037293761258,0.18254075171763684,1.0,SPY
2026-05-14 18:40:00+00:00,747.83,747.93,747.39,747.77,5820.0,2026-05-14,880,310,747.087827616312,0.09131086847774839,57.601713062099144,0.5532142857142942,0.07398187754447146,0.5408042372290752,1,745.605,743.6,0.29036822446200916,0.2696342119419036,-0.002674547667125271,0.02675334751260916,-0.006686100933384065,0.18254075171763684,1.0,SPY
2026-05-14 18:45:00+00:00,747.7,748.06,747.55,748.025,7218.0,2026-05-14,885,315,747.0959989025462,0.1243482897537226,54.006968641115456,0.5389285714285766,0.07204686627165892,0.669380790310764,1,745.605,743.6,0.32456863889055987,0.2696342119419036,0.03410139481392349,0.03276364706197299,-0.0294021343276607,0.18254075171763684,1.0,SPY
2026-05-14 18:50:00+00:00,748.05,748.09,747.81,747.98,9170.0,2026-05-14,890,320,747.1071980777051,0.11682418862254532,52.57611241217845,0.5253571428571523,0.07023679013571918,0.8659766554602802,1,745.605,743.6,0.31853327163846806,0.2696342119419036,-0.006015841716511261,0.025408202837695626,-0.005347450602921633,0.18254075171763684,1.0,SPY
2026-05-14 18:55:00+00:00,747.97,748.35,747.94,748.31,8321.0,2026-05-14,895,325,747.1199020943296,0.15929142060521023,51.84304399524356,0.5196428571428636,0.06944219068873377,0.7892852230743328,1,745.605,743.6,0.3627926314871718,0.2696342119419036,0.04411882670658507,0.07221471842946414,0.09898738579663391,0.18254075171763684,0.0,SPY
2026-05-14 19:00:00+00:00,748.25,748.63,748.25,748.47,8972.0,2026-05-14,900,330,747.1363680540034,0.17849913389576508,56.65859564164769,0.518571428571436,0.0692841969045434,0.855502793828785,1,745.605,743.6,0.38425171505019534,0.2696342119419036,0.021381513009322006,0.05948999030782609,0.09227312846025182,0.18254075171763684,0.0,SPY
2026-05-14 19:05:00+00:00,748.47,748.58,748.26,748.55,5761.0,2026-05-14,905,335,747.146832905092,0.18780339193196122,60.04962779156323,0.5107142857143003,0.06822714390679319,0.5804095408407425,1,745.605,743.6,0.3949812568316919,0.2696342119419036,0.010688471147801692,0.07620524612956814,0.1016328113507825,0.18254075171763684,0.0,SPY
2026-05-14 19:10:00+00:00,748.59,748.69,748.22,748.43,15047.0,2026-05-14,910,340,747.1730665496173,0.16822520867716806,73.78048780487906,0.46642857142858574,0.06232093468040909,1.5141330488946134,1,745.605,743.6,0.37888694415943186,0.2696342119419036,-0.016030993253624004,0.016036134756980402,0.0882624336359994,0.18254075171763684,0.0,SPY
2026-05-14 19:15:00+00:00,748.4,748.6,748.38,748.44,21328.0,2026-05-14,915,345,747.2092286840306,0.16471575413182465,69.82456140351132,0.44500000000000944,0.059457003901449604,2.0475305886362434,1,745.605,743.6,0.38022813688213414,0.2696342119419036,0.0013361302994452373,-0.004008176680425635,0.055479429163463045,0.18254075171763684,0.0,SPY
2026-05-14 19:20:00+00:00,748.45,748.63,748.34,748.36,12198.0,2026-05-14,920,350,747.2285509725147,0.15141940521581834,61.15702479338839,0.4235714285714331,0.05659995571268281,1.155288680103046,1,745.605,743.6,0.3694985951006224,0.2696342119419036,-0.010688899577793176,-0.02538240598489727,0.050803497419726895,0.18254075171763684,0.0,SPY
2026-05-14 19:25:00+00:00,748.37,748.485,748.06,748.08,14370.0,2026-05-14,925,355,747.2462955972861,0.11157022893603327,46.373626373626955,0.4175000000000101,0.05580953908673004,1.33754048922149,1,745.605,743.6,0.331945198865354,0.2696342119419036,-0.037415147789832126,-0.046764560479928274,-0.030735924950875404,0.18254075171763684,1.0,SPY
2026-05-14 19:30:00+00:00,748.075,748.54,747.99,748.34,21346.0,2026-05-14,930,360,747.2736385324262,0.14270026568421465,56.92640692640852,0.4275000000000091,0.05712643985354372,1.9132554741908596,1,745.605,743.6,0.36681620965524825,0.2696342119419036,0.03475564110790863,-0.013361124472233143,-0.017368765615188853,0.18254075171763684,0.0,SPY
2026-05-14 19:35:00+00:00,748.33,748.52,748.11,748.39,14593.0,2026-05-14,935,365,747.2924010345769,0.1468767732554973,71.4659685863874,0.40964285714286625,0.054736548743685276,1.3089594610958377,1,745.605,743.6,0.3735221732686836,0.2696342119419036,0.006681454953616495,0.0040087658346177335,-0.02137465767149127,0.18254075171763684,0.0,SPY
2026-05-14 19:40:00+00:00,748.425,748.67,748.35,748.53,20061.0,2026-05-14,940,370,747.3213138521003,0.16173580566964865,70.3804347826096,0.3953571428571487,0.05281780861918008,1.7699450779716346,1,745.605,743.6,0.39229887138631775,0.2696342119419036,0.018706823982150844,0.060153994225209395,0.013361302994274737,0.18254075171763684,0.0,SPY
2026-05-14 19:45:00+00:00,748.5,748.63,748.26,748.34,23822.0,2026-05-14,945,375,747.3510121378754,0.13233244433503108,63.613861386141195,0.39250000000000035,0.05244942138600106,1.9951006050962081,1,745.605,743.6,0.36681620965524825,0.2696342119419036,-0.02538308417830981,0.0,-0.013361124472233143,0.18254075171763684,0.0,SPY
2026-05-14 19:50:00+00:00,748.28,748.46,747.82,748.13,31218.0,2026-05-14,950,380,747.3781285936458,0.10060120541244916,58.14479638009109,0.3996428571428591,0.053418905423236476,2.3805638378184644,1,745.605,743.6,0.33865116247878935,0.2696342119419036,-0.02806211080524923,-0.03474124453827221,-0.030733871398791468,0.18254075171763684,0.0,SPY
2026-05-14 19:55:00+00:00,748.15,748.18,747.78,748.1,105340.0,2026-05-14,955,385,747.4450851446944,0.08762046447583821,51.8891687657443,0.39178571428571524,0.052370767849981986,6.004828260429641,1,745.605,743.6,0.33462758431072814,0.2696342119419036,-0.00400999826233317,-0.05744592735092979,0.002673510854456218,0.18254075171763684,0.0,SPY
2026-05-15 13:30:00+00:00,741.88,741.9,739.34,740.23,50786.0,2026-05-15,570,0,740.4900000000001,-0.03511188537321295,10.499490316003858,0.9974999999999942,0.1347554138578542,2.5751590903328854,0,,,,,-1.051998395936371,-1.083731993478898,-1.083731993478898,-0.8314396471060055,0.0,SPY
2026-05-15 13:35:00+00:00,739.935,740.13,739.07,739.19,24383.0,2026-05-15,575,5,740.1569742402677,-0.13064448136291365,6.653992395437697,1.0510714285714227,0.14219232248426286,1.1821945969008785,0,,,,,-0.14049687259365395,-1.194979482175551,-1.2293055759697413,-0.8314396471060055,0.0,SPY
